id_empresa,cat_cod_ciu_cod,provincia,canton,parroquia,cat_cod_ipc_cod,emp_num_ord,upm,ciiu1d,TAMANIO_EMPRESA,emp_fec_con,emp_cap2_est_dia_entr,emp_cap2_ope_emp,emp_cap2_per_muj,emp_cap2_per_muj_dis,emp_cap2_per_muj_tot,emp_cap2_per_hom,emp_cap2_per_hom_dis,emp_cap2_per_hom_tot,emp_cap2_per_tot_sin_dis,emp_cap2_per_tot_con_dis,emp_cap2_per_tot_per,emp_cap2_pri_pub,emp_cap2_dia_lab,emp_cap2_ini_act,ACTIVIDAD,emp_cap2_act_prin_esp,emp_cap2_act_prin_des,emp_cap2_act_sec,emp_cap2_act_sec_esp,emp_cap2_act_sec_des,emp_cap2_num_est,emp_cap2_num_ded_act_pri,emp_cap3_act_prin,emp_cap3_act_prin_emit,emp_cap3_act_prin_espe,emp_cap3_act_iso_sel,emp_cap3_act_iso_emit,emp_cap3_act_iso_espe,emp_cap3_num_tra_ges_amb,emp_cap3_man_obr_cal_amb,emp_cap3_man_obra_cal_otr,emp_cap3_man_obr_no_cal,emp_cap3_dep_act_ges_amb,emp_cap3_pla_ges_amb,emp_cap3_pla_camb_cli,emp_cap3_pla_segu_ind,emp_cap3_pla_gest_rie,emp_cap3_pla_ener,emp_cap3_pla_gest_res,emp_cap4_ing_pais_sel,emp_cap4_ing_pais_val,emp_cap4_ing_ext_sel,emp_cap4_ing_ext_val,emp_cap4_ing_tot,emp_cap4_pres_sel,emp_cap4_pres_val,emp_cap4_inv_sel,emp_cap4_inv_val,emp_cap4_inv_amb_sel,emp_cap4_inv_amb_val,emp_cap4_cost_tot,emp_cap4_gas_tot,emp_cap4_sum_gas_cos,emp_cap5_sum_res_no_pel,emp_cap6_sum_res_pel,emp_cap7_sum_res_esp,emp_cap9_agu_res_sel,emp_cap9_agu_res_m3,emp_cap9_agu_res_tra_sel,emp_cap9_des_agu_res_sel,emp_cap9_cau_agu_res_val,emp_cap9_cau_agu_res_uni,emp_cap9_hor_des_agu_res,emp_cap9_dia_act_mes,emp_cap9_tot_agu_res,emp_cap9_tot_agu_res_por,emp_cap9_tot_agu_res_tra,emp_cap9_agu_res_tra_esp,emp_cap9_tot_agu_res_no_tra,emp_cap9_agu_res_no_tra_esp,emp_cap10_com_liq_esp,emp_cap10_tot_com_liq_val,emp_cap10_tot_com_liq_act_can,emp_cap10_tot_com_liq_act_val,emp_cap10_tot_com_liq_tra_can,emp_cap10_tot_com_liq_tra_val,emp_cap10_tot_com_sol_val,emp_cap10_tot_com_sol_act_can,emp_cap10_tot_com_sol_act_val,emp_cap10_tot_com_sol_tra_can,emp_cap10_tot_com_sol_tra_val,emp_cap10_com_sol_esp,emp_equ_coc_gas_sel,emp_equ_coc_gas_can,emp_equ_coc_ind_sel,emp_equ_coc_ind_can,emp_pra_ver_ene,emp_pra_ver_dis_eco,emp_pra_ver_rec_mat,emp_pra_ver_ene_ren,emp_pra_ver_ges_res,emp_pra_ver_mat_pri,emp_raz_prac_amb,emp_obs_prac_amb,FEXP,particion,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007,VAR00008,VAR00009,VAR00010,VAR00011,VAR00012,VAR00013,VAR00014,VAR00015,VAR00016,VAR00017,VAR00018,VAR00019,VAR00020,VAR00021,VAR00022,VAR00023,VAR00024,VAR00025,VAR00026,VAR00027,VAR00028,VAR00029,VAR00030,VAR00031,VAR00032,VAR00033,VAR00034,VAR00035,VAR00036,VAR00037,VAR00038,VAR00039,VAR00040,VAR00041,VAR00042,prac_amb,gastoambiental_mean,aire_mean,suelo_mean,aguaresidual_mean,desechos_mean,ruido_mean,radiaciones_mean,biodiversidad_mean,agua_mean,minerales_mean,energéticos_mean,maderables_mean,pesaca_mean,proteccionambiental_mean,recursos_mean,políticaspub_mean,personal_mean,enrenovable_sum,gastoambiental,enrenovable,EMPRESAS_VALIDAS
13705396099,C2029,09,0901,090150,1A2C,797,22,C,3,9/24/1974,1,1,7,0,7,15,0,15,22,0,22,2,240,9/24/1974,C, ,"FABRICACION DE PRODUCTOS QUIMICOS DE LIMPIEZA, LIMPIEZA DE CALDERO Y MADERA", , , ,2,1,5, , ,2, , ,2,0,1,1,2,0,0,5,0,0,0,1,1551425.86,2, ,1551425.86,2, ,1,80743.16,2, ,512832.35,876028.82,26010, , , ,2, ,3, , , , , , , , , ,100, , ,3400, , ,3300,3400,311.6,268,311.6, , , , , , , ,1,2,1,2,1,2,7,1,3.72254335260116,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
13705398091,C1709,09,0901,090150,1A2D,798,22,C,5,10/24/1974,1,1,1252,3,1255,2595,10,2605,3847,13,3860,2,220,10/24/1974,C, ,"FABRICACION DE ARTICULOS DE PAPEL Y CARTON (CUADERNOS,HOJAS,CARTON)", , , ,1,1,5, , ,2, , ,2,2,0,0,1,0,0,450,200,0,0,1,41858909.39,1,3960660.38,45819569.77,2, ,2, , , ,34995722.22,6350521.92,31200,8100, , ,2, ,3, , , , , , , , , ,100, , ,10543, , ,10236,10543,13507,19296,13507, , , , , , , ,1,2,2,2,2,2,6,2,1.05546492659054,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13705403095,C1020,09,0901,090150,1A2E,53,22,C,5,10/10/1974,1,1,12,2,14,337,13,350,349,15,364,2,208,10/10/1974,C, ,"FABRICACION DE HARINA,ACEITE Y CONCENTRADO DE PESCADO.", , , ,2,1,4,1, ,2, , ,14,7,1,6,1,0,0,363,363,0,176,1,1987659.57,1,20761407,22749066.57,2, ,1,1045441.89,1,540024.56,9985249.99,5161358.86,794414.19,-60,168.36, ,2, ,1,2, , , , , ,100,100, , , , ,1325045.12,1566552,1321394,2766,3651.12, , , , , , , , , , ,1,2,2,2,2,2,6,1,1.05546492659054,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
13705413091,I5510,09,0901,090150,1A4A,232,25,I,4,1/22/1975,1,1,79,3,82,128,3,131,207,6,213,2,365,1/22/1975,I, ,SERVICIO DE HOSPEDAJE DE HOTELES, , , ,1,1,5, , ,2, , ,0,0,0,0, ,0,0,213,0,0,0,1,4171914.73,2, ,4171914.73,2, ,1,90151,2, ,2389379.78,2001247.75,3700,240, , ,2, ,3, , , , , , , , , ,100, , ,2304, , , , ,59880,77000,59880, , , ,1,4,2, ,1,2,2,2,2,2,7,1,1.40816326530612,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13705417096,C1030,09,0901,090150,1A2E,194,22,C,5,7/14/1961,1,1,25,0,25,163,4,167,188,4,192,2,365,7/14/1961,C, ,FABRICACION DE CONCENTRADOS Y JUGOS DE FRUTAS., , , ,1,1,5, , ,2, , ,3,0,1,2,1,10,0,0,0,0,10,1,3749523.95,1,19183470.62,22932994.57,1,9360,1,1180946.69,1,121953.08,18855791.24,3623623.72,309464.2,152015.2, , ,2, ,1,2,6,2,24,22,38016,100,100, , , ,BUNKER,191290.73,270666,191290.73, , ,19834.09,136,19834.09, , , , , , , ,1,1,2,2,1,1,1,3,1.05546492659054,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13705427091,C2022,09,0901,090150,1A2M,777,22,C,5,9/10/1975,1,1,11,0,11,42,3,45,53,3,56,2,259,9/10/1975,C, ,FABRICACION DE BARNICES, , , ,1,1,4,2, ,2, , ,1,0,1,0,2,0,0,50,20,14,49,1,6416626.95,1,1840056.8,8256683.75,1,88528.94,1,63065,2, ,6771291.86,875068.49,14074.24,16554.59,-51999.92, ,2, ,3, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,2,2,1,2,1,2,5,4,1.05546492659054,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
13705439090,C1610,13,1304,130450,1A2J,975,22,C,4,8/8/1975,1,1,12,0,12,118,4,122,130,4,134,2,268,8/8/1975,C, ,ELABORACIÓN DE BLOQUES DE MADERA DE BALSA, , , ,2,1,4,1, ,2, , ,0,0,0,0, ,0,0,134,134,134,0,1,3929529.33,2, ,3929529.33,2, ,2, , , ,3181450.75,561786.43,3000, , , ,2, ,3, , , , , , , , , ,100, , ,12177.6,9072,11633.76,528,543.84, , , , , , , , , , ,2,2,1,2,2,1,7,2,1.34308510638298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13705451090,I5510,09,0901,090150,1A4A,493,25,I,4,12/9/1975,1,1,38,1,39,91,2,93,129,3,132,2,365,12/9/1975,I, ,SERVICIO DE HOSPEDAJE EN HOTELES, , , ,1,1,5, , ,2, , , ,0,0,0, ,132,0,132,132,0,0,1,4362820.5,2, ,4362820.5,2, ,2, , , ,2072218.67,2251064.81,4700, , , ,2, ,3, , , , , , , , , ,100, , ,7538,7135.2,6784.2,792.8,753.8,37488,78101,37488, , , ,1,8,2, ,1,2,2,2,2,2,6,6,1.40816326530612,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13705455095,C2720,09,0901,090150,1A2H,881,22,C,5,8/5/1975,1,1,12,2,14,119,3,122,131,5,136,2,365,8/5/1975,C, ,FABRICACION BATERIAS AUTOMOTRICES, , , ,1,1,5, , ,2, , ,5,0,0,5,2,92,0,97,92,97,97,1,7847716.47,1,5952906.44,13800622.91,2, ,1,953719,1,135887,11388289.46,2270708.71,142887,5728,1818172, ,2, ,2,1,.17,2,7,22,314.16,100,100, , , , ,35242,35961,35242, , ,71410,76530,71410, , , , , , , ,1,2,2,2,2,2,7,1,1.05546492659054,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
13705471091,C1050,18,1807,180750,1A2E,122,22,C,5,8/5/1976,1,1,98,2,100,190,11,201,288,13,301,2,359,8/5/1976,C, ,ELABORACION DE LECHE PATEURIZADA. DE VACA, , , ,6,1,4,1, ,2, , ,2,0,1,1,1,0,0,2,0,0,0,1,15950441.89,2, ,15950441.89,2, ,1,621718,1,10000,12419950.12,3366740.84,41968, , , ,2, ,2,1,5.6,2,12,30,24192,100,100, , , , ,164800,112000,115360,48000,49440, , , , , , , , , , ,2,1,2,2,1,2,7,4,1.05546492659054,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
13705474090,C1061,09,0916,091650,1A2E,941,22,C,4,9/3/1976,1,1,5,0,5,30,2,32,35,2,37,2,365,9/3/1976,C, ,PILADOS Y SECADO DE ARROZ EN CASCARA., , , ,2,1,5, , ,2, , ,0,0,0,0, ,0,0,36,0,0,0,1,6170858.15,2, ,6170858.15,2, ,2, , , ,5518185.24,477820.26,165200,162200, , ,2, ,3, , , , , , , , , ,100, , ,17980,5554,12220,5938,5760, , , , , , , , , , ,1,2,2,2,2,2,4,3,1.34308510638298,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13705475096,C2394,09,0901,090150,1A2F,351,22,C,5,3/9/1934,1,1,115,7,122,931,53,984,1046,60,1106,2,365,3/9/1934,C, ,FABRICACION DE HORMIGONES-CEMENTO, , , ,28,11,4,1, ,1,2, ,5,1,4,0,1,1106,500,1106,1106,400,500,1,552576450,2, ,552576450,2, ,1,99301626,1,19806325,319523666,36361329,851146,65520, , ,2, ,3, , , , , , , , , ,100, , ,4001927,2099764,3999066,2315,2861,295463,285226,295463, , , , , , , ,1,1,1,2,1,1,7,4,1.05546492659054,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13705476092,I5510,09,0901,090150,1A4A,245,25,I,5,9/16/1976,1,1,137,2,139,321,9,330,458,11,469,2,365,9/16/1976,I, ,SERVICIO DE HOSPEDAJE Y RESTAURANTES, , , ,2,1,5, , ,2, , ,1,1,0,0,2,0,0,55,0,0,0,1,12582714.75,2, ,12582714.75,2, ,1,1224144,2, ,9595296,2063494,7344,-2560, , ,2, ,1,1,5.28,2,12,30,22809.6,50,50, ,50, , ,3789.06, , , , ,90000, , , , , ,1,4,2, ,1,1,1,2,1,1,1,1,1.09090909090909,2,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13705479091,C1079,09,0901,090150,1A2E,204,22,C,5,10/29/1990,1,1,57,0,57,128,4,132,185,4,189,2,253,10/29/1990,C, ,"ELABORACION DE CONDIMENTOS, SALSA DE TOMATE, MAYONESA,MOSTAZA", , , ,2,1,5, , ,2, , ,2,1,0,1,1,0,0,100,100,0,10,1,10201115.61,2, ,10201115.61,2, ,1,800000,1,60000,6437092.2,2797380.76,47740,11800, , ,2, ,3, , , , , , , , , ,100, , ,52104,25178,27104,16000,25000,2731.27,581,2731.27, , , , , , , ,2,2,1,2,2,2,7,1,1.05546492659054,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
13705481096,C2512,09,0901,090150,102H,867,23,C,5,11/16/1990,1,1,11,2,13,85,3,88,96,5,101,2,360,11/16/1990,C, ,FABRICACION DE ESTRUCTURAS METALICAS, , , ,1,1,4,2, ,2, , ,1,1,0,0,1,0,0,3,3,0,0,1,11508699.68,2, ,11508699.68,1,7213.81,1,75132.15,1,7213.81,9514814.86,1202698.03,17733.81, ,-156,18370.25,2, ,3, , , , , , , , , ,100, , ,4286,1807.32,2100.7,1914.05,2185.3,247.45,225,247.45, , , , , , , ,1,1,1,2,1,2,7,1,1.05546492659054,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
13705502093,C2220,09,0901,090150,1A2M,702,22,C,5,5/23/1977,1,1,15,0,15,136,6,142,151,6,157,2,365,5/23/1977,C, ,FABRICACION DE SACOS DE POLIPROPILENO, , , ,1,1,5, , ,2, , , ,0,0,0, ,0,0,142,0,0,0,1,6724975.03,1,25000,6749975.03,2, ,1,56161.72,2, ,5566170.17,780982.21, , , , ,2, ,3, , , , , , , , , ,100, , ,709.28,688,709.28, , ,13206,27512,13206, , , , , , , ,1,1,2,2,2,1,6,1,1.05546492659054,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13705504096,C1030,17,1701,170112,1A2E,27,22,C,5,5/20/2013,1,1,32,1,33,232,10,242,264,11,275,2,365,5/20/2013,C, ,"ELABORACION DE JUGOS, NECTARES CONCENTRADOS DE FRUTAS.", , , ,1,1,4,1, ,2, , ,5,1,4,0,1,0,0,214,183,148,133,1,121289514,2, ,121289514,1,72000,1,1858000,1,350000,98005788.5,15322901.8,491499.56,40753.65,-1108.5,-177,2, ,1,1,21.16,2,24,30,182822.4,100,100, , , , ,1011301.24,912690,735455.13,295551,275846.11,10889.26,13094,10889.26, , , , , , , ,1,1,1,2,1,1,7,4,1.05546492659054,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
13705506099,C2511,09,0901,090109,1A2H,251,22,C,4,3/31/1977,1,1,4,0,4,7,0,7,11,0,11,2,365,3/31/1977,C, ,FABRICACION DE PUERTA VENTANAS MANPARAS DE VIDRIO., , , ,1,1,5, , ,2, , , ,0,0,0, ,0,0,0,0,0,0,1,2019414.69,2, ,2019414.69,2, ,2, , , ,1578386.56,373723.13, , , , ,2, ,3, , , , , , , , , ,100, , ,7920, , ,4228,7920, , , , , , , , , , ,1,1,1,2,1,2,1,3,1.34308510638298,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13705508091,C2392,09,0901,090150,1A2F,918,22,C,4,7/20/1977,1,1,12,1,13,152,5,157,164,6,170,2,312,7/20/1977,C, ,"FABRICACION DE BLOQUES, BALDOSAS", , , ,1,1,5, , ,2, , , ,0,0,0, ,0,0,0,0,0,0,1,4585516,2, ,4585516,2, ,2, , , ,3289300.9,1227703.9, , , , ,2, ,3, , , , , , , , , ,100, , ,247.2,240,247.2, , ,1814.4, , , ,12971, , , , , ,1,2,2,2,2,2,6,1,1.34308510638298,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13705515098,C1030,09,0901,090150,1A2E,799,22,C,4,12/8/1976,1,1,33,1,34,32,1,33,65,2,67,2,360,12/8/1976,C, ,ELABORACION DE PRODUCTOS ALIMENTICIOS, , , ,1,1,5, , ,2, , , ,0,0,0, ,0,0,0,0,0,0,1,3424395.85,2, ,3424395.85,2, ,1,1500,2, ,1656321.57,1432994.11, , , , ,2, ,3, , , , , , , , , ,100, , ,500,5,5,495,495,11094,9805.31,11094, , , , , , , ,1,1,1,2,2,2,1,1,1.34308510638298,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13705520091,I5510,09,0901,090150,1A4A,454,25,I,5,9/2/1977,1,1,52,4,56,148,4,152,200,8,208,2,365,7/7/1982,I, ,SERVICIO DE HOSPEDAJE Y ALOJAMIENTO EN HABITACIONES Y PREPARACION Y VENTA DE ALIMENTOS., , , ,3,1,5, , ,2, , ,1,0,1,0,2,1,0,208,208,4,19,1,6764482.38,2, ,6764482.38,2, ,1,70000,1,10000,1277262.68,5364551.22,1500,462, , ,2, ,3, , , , , , , , , ,100, , ,131.25,125,131.25, , ,84623.75,107294.98,84623.75, , , ,1,10,2, ,1,2,2,2,1,2,6,1,1.09090909090909,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13705527096,C1080,09,0907,090750,1A2E,76,22,C,5,12/1/1997,1,1,13,2,15,74,2,76,87,4,91,2,262,12/1/1997,C, ,"ELABORACION DE ALIMENTOS BALANCEADOS PARA ANIMALES ACUATICOS,GANADO PORCINO Y DE CORRAL", , , ,1,1,4,2, ,2, , ,4,2,2,0,2,0,0,91,91,0,91,1,18257529.47,2, ,18257529.47,1,4000,1,410000,2, ,14101050.19,3153674.82,98791, , , ,2, ,3, , , , , , , , , ,100, , ,34866,35021,34866, , , , , , , , , , , , ,1,2,1,2,1,1,6,1,1.05546492659054,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
13705536095,C2023,17,1701,170112,1A2C,28,22,C,5,10/26/1977,1,1,269,10,279,414,19,433,683,29,712,2,252,10/26/1977,C, ,FABRICACION DE COSMETICOS Y ARTICULOS DE BISUTERIA FINA, , , ,19,1,5, , ,2, , ,35,1,4,30,1,0,0,712,712,400,220,1,201536935,1,6820715.04,208357650.04,1,18430,1,112000,1,112000,76034994.6,93858218.6,366130.72,32364.64,-14750.72, ,2, ,1,1,.31,1,8,21,624.96,100,100, , , , ,44953,5868.63,44953, , , , , , , , , , , , ,1,1,1,2,1,2,6,2,1.05546492659054,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13705539094,H4921,24,2402,240250,1A3B,1250,24,H,4,10/5/1961,1,1,8,0,8,14,0,14,22,0,22,2,360,10/5/1961,H, ,TRANSPORTE PUBLICO DE PASAJEROS, , , ,3,1,5, , ,2, , ,0,0,0,0, ,0,0,0,0,0,0,1,3555747.67,2, ,3555747.67,2, ,1,46000,2, , ,3555247.94, , , , ,2, ,3, , , , , , , , , ,100, , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,7,1,1.30508474576271,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13705548093,C2100,09,0901,090150,1A2C,726,22,C,5,6/5/1978,1,1,91,1,92,69,5,74,160,6,166,2,360,6/5/1978,C, ,ACTIVIDADES DE FABRICACION DE PRODUCTOS FARMACEUTICOS DE USO HUMANO, , , ,1,1,3,1, ,2, , ,1,1,0,0,1,0,0,166,35,0,166,1,11148804.6,2, ,11148804.6,1,12000,1,1000000,2, ,6181478.91,4338501.4,31700,11192.6,-17465.07, ,2, ,1,1,1.22,2,8,20,2342.4,100,100, , , , ,4992, , ,4813,4992, , , , , , , , , , ,1,1,1,2,1,1,6,1,1.05546492659054,2,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
13705551094,C1050,09,0901,090150,1A2E,703,22,C,5,7/31/1978,1,1,129,11,140,420,16,436,549,27,576,2,364,7/31/1978,C, ,"ELABORACION DE PRODUCTOSLACTEOS YOGURT,LECHE SABORIZADAS,QUESO", , , ,6,1,5, , ,1,2, ,14,3,0,11,1,0,0,11,11,0,7,1,166464977.2,1,562599.75,167027576.95,1,72870,1,3260829.15,2, ,115233039,32788625.4,170958.5,104917,-4620, ,2, ,1,1,1.83,2,20,30,13176,100,100, , , ,BUNKER,443859.6, , ,678462,405490,46128,96288,46128, , , , , , , ,2,2,2,2,1,1, ,2,1.05546492659054,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
13705565095,C2410,09,0901,090150,1A2A,732,22,C,5,9/12/1978,1,1,9,0,9,142,3,145,151,3,154,2,317,9/12/1978,C, ,FABRICACION DE ANGULOS VARILLAS DE HIERRO, , , ,2,1,4,1, ,2, , ,1,0,1,0,2,0,0,2,0,0,0,1,9004388.16,2, ,9004388.16,1,20000,1,245821.05,2, ,13343901.75,5647387.06,38016, , , ,2, ,1,1,1,2,2,24, ,100,100, , , ,BUNKER,71450.41,108518,70758.25,672,692.16,174514,201174,174514, , , , , , , ,1,2,1,2,2,2,6,2,1.05546492659054,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
13705576097,C3290,09,0901,090112,1A2M,171,22,C,5,4/9/1979,1,1,54,3,57,58,3,61,112,6,118,2,249,4/9/1979,C, ,FABRICACIÓN DE BOLIGRAFOS, , , ,2,1,2,2, ,2, , ,2,0,1,1,1,0,0,0,0,0,34,1,25948749.1,1,4708430.07,30657179.17,1,5260,2, , , ,16701749.1,8343901.32,10520,1757.31,-7911.97, ,2, ,2,1,.08,2,1,20,19.2, , , ,100, , , , , , , ,489.96,486.81,489.96, , , , , , , ,1,2,1,2,1,1,7,1,1.05546492659054,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
13705578090,C2022,09,0901,090150,1A2C,868,22,C,5,4/10/1979,1,1,16,1,17,67,3,70,83,4,87,2,260,4/10/1979,C, ,FABRICACION DE PRODUCTOS QUIMICOS, , , ,4,1,4,2, ,2, , ,1,1,0,0,1,0,0,10,10,0,10,1,14247080.4,2, ,14247080.4,2, ,1,100000,1,35000,11957047.2,1436047.61,14580,2580, , ,2, ,3, , , , , , , , , ,100, , ,1407.6,1380,1407.6, , , , , , , , , , , , ,1,2,1,2,2,2,6,2,1.05546492659054,2,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
