EJERCICIO;CODIGO_EOD;NOMBRE_EOD;ITEM;NOMBRE_ITEM; INICIAL ; CODIFICADO ; COMPROMETIDO ; DEVENGADO ; PAGADO 
2021;140-6716;DIRECCION DISTRITAL 14D01 MORONA - EDUCACION;710602;Fondo de Reserva; 91.125,81 ; 184.154,49 ; 119.509,30 ; 119.509,30 ; 119.509,30 
2021;140-6716;DIRECCION DISTRITAL 14D01 MORONA - EDUCACION;710706;Beneficio por Jubilacion; 1.248.138,42 ; 1.165.584,01 ; 1.165.584,01 ; 1.165.584,01 ; 1.165.584,01 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510105;Remuneraciones Unificadas; 108.825,57 ; 102.800,37 ; 55.911,84 ; 55.911,84 ; 55.911,84 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510106;Salarios Unificados; 13.464,00 ; 13.617,00 ; 8.177,00 ; 8.177,00 ; 8.177,00 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 3.228.826,05 ; 3.373.786,63 ; 1.965.693,66 ; 1.965.693,66 ; 1.965.693,66 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510203;Decimo Tercer Sueldo; 307.331,65 ; 300.236,34 ; 40.297,46 ; 40.297,46 ; 40.297,46 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510204;Decimo Cuarto Sueldo; 164.267,96 ; 140.065,12 ; 125.249,09 ; 125.249,09 ; 125.249,09 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 60.600,00 ; 60.600,00 ; 60.600,00 ; 60.600,00 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510409;Beneficios Sociales; 3.360,00 ; 3.500,00 ; 2.100,00 ; 2.100,00 ; 2.100,00 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510510;Servicios Personales por Contrato; 492.994,39 ; 104.734,00 ; 61.919,00 ; 61.919,00 ; 61.919,00 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510513;Encargos; -   ; 3.978,00 ; 3.978,00 ; 3.978,00 ; 3.978,00 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510601;Aporte Patronal; 366.895,62 ; 331.072,66 ; 192.616,97 ; 192.616,97 ; 192.616,97 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510602;Fondo de Reserva; 322.313,04 ; 297.118,37 ; 172.409,54 ; 172.409,54 ; 172.409,54 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510704;Compensacion por Desahucio; -   ; 4.286,98 ; 4.286,98 ; 4.286,98 ; 4.286,98 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; -   ; 185,73 ; 185,73 ; 185,73 ; 185,73 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;710203;Decimotercer Sueldo; 52.823,43 ; 26.588,45 ; 15.395,21 ; 15.395,21 ; 15.395,21 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;710204;Decimocuarto Sueldo; 8.399,64 ; 31.332,75 ; 25.452,09 ; 25.452,09 ; 25.452,09 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 14.600,00 ; 14.600,00 ; 14.600,00 ; 14.600,00 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;710510;Servicios Personales por Contrato; 326.686,37 ; 671.482,17 ; 437.845,88 ; 437.845,88 ; 437.845,88 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;710601;Aporte Patronal; 31.437,02 ; 62.481,84 ; 40.065,17 ; 40.065,17 ; 40.065,17 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;710602;Fondo de Reserva; 28.627,23 ; 56.894,22 ; 34.618,71 ; 34.618,71 ; 34.618,71 
2021;140-6717;DIRECCION DISTRITAL 14D02 HUAMBOYA PABLO SEXTO PALORA - EDUCACION;710706;Beneficio por Jubilacion; 390.982,50 ; 93.045,75 ; 93.045,75 ; 93.045,75 ; 93.045,75 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510105;Remuneraciones Unificadas; 303.976,94 ; 316.128,00 ; 179.478,00 ; 179.478,00 ; 179.478,00 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510106;Salarios Unificados; 96.912,00 ; 94.668,00 ; 55.223,00 ; 55.223,00 ; 55.223,00 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 4.361.930,64 ; 4.346.078,23 ; 2.533.165,71 ; 2.533.165,71 ; 2.533.165,71 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510203;Decimo Tercer Sueldo; 442.025,40 ; 399.878,51 ; 81.853,13 ; 81.853,13 ; 81.853,13 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510204;Decimo Cuarto Sueldo; 221.632,11 ; 175.432,49 ; 149.875,70 ; 149.875,70 ; 149.875,70 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 63.400,00 ; 63.400,00 ; 63.400,00 ; 63.400,00 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510409;Beneficios Sociales; 24.080,00 ; 23.520,00 ; 13.720,00 ; 13.720,00 ; 13.720,00 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510510;Servicios Personales por Contrato; 658.542,65 ; 63.564,00 ; 33.689,00 ; 33.689,00 ; 33.689,00 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510601;Aporte Patronal; 520.337,40 ; 444.864,95 ; 259.074,64 ; 259.074,64 ; 259.074,64 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510602;Fondo de Reserva; 457.297,22 ; 398.742,21 ; 230.174,74 ; 230.174,74 ; 230.174,74 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 2.156,63 ; 2.860,21 ; 2.576,84 ; 2.576,84 ; 2.576,84 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;710203;Decimotercer Sueldo; 70.764,38 ; 49.331,04 ; 29.468,75 ; 29.468,75 ; 29.468,75 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;710204;Decimocuarto Sueldo; 14.493,97 ; 46.805,44 ; 36.538,68 ; 36.538,68 ; 36.538,68 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 18.200,00 ; 18.200,00 ; 18.200,00 ; 18.200,00 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;710510;Servicios Personales por Contrato; 487.222,46 ; 1.006.754,27 ; 656.934,40 ; 656.934,40 ; 656.934,40 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;710601;Aporte Patronal; 46.834,45 ; 92.511,64 ; 60.153,80 ; 60.153,80 ; 60.153,80 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;710602;Fondo de Reserva; 40.811,52 ; 82.218,52 ; 51.221,91 ; 51.221,91 ; 51.221,91 
2021;140-6718;DIRECCION DISTRITAL 14D03 LOGRONO SUCUA - EDUCACION;710706;Beneficio por Jubilacion; 204.877,50 ; 152.220,00 ; 152.220,00 ; 152.220,00 ; 152.220,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510105;Remuneraciones Unificadas; 228.291,73 ; 209.136,00 ; 121.996,00 ; 121.996,00 ; 121.996,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510106;Salarios Unificados; 60.936,00 ; 60.936,00 ; 35.546,00 ; 35.546,00 ; 35.546,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 3.722.326,92 ; 3.727.247,00 ; 2.182.297,76 ; 2.182.297,76 ; 2.182.297,76 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510203;Decimo Tercer Sueldo; 379.271,23 ; 340.314,28 ; 88.223,28 ; 88.223,28 ; 88.223,28 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510204;Decimo Cuarto Sueldo; 182.433,93 ; 151.331,67 ; 121.779,99 ; 121.779,99 ; 121.779,99 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 47.400,00 ; 47.400,00 ; 47.400,00 ; 47.400,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510409;Beneficios Sociales; 15.120,00 ; 15.120,00 ; 8.820,00 ; 8.820,00 ; 8.820,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510510;Servicios Personales por Contrato; 546.884,06 ; 90.100,61 ; 49.814,00 ; 49.814,00 ; 49.814,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510601;Aporte Patronal; 436.809,57 ; 376.973,61 ; 220.585,02 ; 220.585,02 ; 220.585,02 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510602;Fondo de Reserva; 384.770,98 ; 338.267,31 ; 197.915,99 ; 197.915,99 ; 197.915,99 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 2.214,92 ; 859,39 ; 859,39 ; 859,39 ; 859,39 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;710203;Decimotercer Sueldo; 50.167,90 ; 44.307,77 ; 24.538,48 ; 24.538,48 ; 24.538,48 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;710204;Decimocuarto Sueldo; 13.010,63 ; 35.598,94 ; 27.932,11 ; 27.932,11 ; 27.932,11 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 14.200,00 ; 14.200,00 ; 14.200,00 ; 14.200,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;710510;Servicios Personales por Contrato; 372.921,90 ; 773.823,00 ; 502.847,00 ; 502.847,00 ; 502.847,00 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;710601;Aporte Patronal; 35.621,96 ; 70.951,77 ; 46.081,07 ; 46.081,07 ; 46.081,07 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;710602;Fondo de Reserva; 32.374,29 ; 64.201,27 ; 40.323,95 ; 40.323,95 ; 40.323,95 
2021;140-6719;DIRECCION DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO - EDUCACION;710706;Beneficio por Jubilacion; 288.262,50 ; 142.042,50 ; 142.042,50 ; 142.042,50 ; 142.042,50 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510105;Remuneraciones Unificadas; 68.591,46 ; 73.312,50 ; 42.442,50 ; 42.442,50 ; 42.442,50 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510106;Salarios Unificados; 16.830,00 ; 13.464,00 ; 7.854,00 ; 7.854,00 ; 7.854,00 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 3.049.479,89 ; 3.175.500,00 ; 1.850.941,07 ; 1.850.941,07 ; 1.850.941,07 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510203;Decimo Tercer Sueldo; 280.534,04 ; 273.713,03 ; 14.242,49 ; 14.242,49 ; 14.242,49 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510204;Decimo Cuarto Sueldo; 169.907,84 ; 129.870,51 ; 120.310,83 ; 120.310,83 ; 120.310,83 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 59.600,00 ; 59.600,00 ; 59.600,00 ; 59.600,00 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510409;Beneficios Sociales; 4.200,00 ; 3.360,00 ; 1.960,00 ; 1.960,00 ; 1.960,00 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510510;Servicios Personales por Contrato; 732.667,86 ; 24.116,00 ; 14.256,00 ; 14.256,00 ; 14.256,00 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510601;Aporte Patronal; 369.524,34 ; 301.599,92 ; 175.782,34 ; 175.782,34 ; 175.782,34 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510602;Fondo de Reserva; 321.012,08 ; 267.507,15 ; 156.700,34 ; 156.700,34 ; 156.700,34 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; -   ; 2.467,50 ; 2.467,50 ; 2.467,50 ; 2.467,50 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;710203;Decimotercer Sueldo; 95.072,81 ; 23.530,05 ; 10.501,47 ; 10.501,47 ; 10.501,47 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;710204;Decimocuarto Sueldo; 10.747,83 ; 56.799,55 ; 50.899,58 ; 50.899,58 ; 50.899,58 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 1.800,00 ; 1.800,00 ; 1.800,00 ; 1.800,00 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;710510;Servicios Personales por Contrato; 500.153,91 ; 1.087.598,21 ; 724.130,30 ; 724.130,30 ; 724.130,30 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;710601;Aporte Patronal; 48.404,48 ; 99.680,82 ; 66.332,28 ; 66.332,28 ; 66.332,28 
2021;140-6720;DIRECCION DISTRITAL 14D05 TAISHA - EDUCACION;710602;Fondo de Reserva; 43.310,83 ; 88.479,98 ; 56.794,91 ; 56.794,91 ; 56.794,91 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510105;Remuneraciones Unificadas; 190.448,65 ; 164.196,00 ; 93.498,47 ; 93.498,47 ; 93.498,47 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510106;Salarios Unificados; 65.150,80 ; 60.588,00 ; 35.343,00 ; 35.343,00 ; 35.343,00 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 4.100.643,94 ; 4.143.814,41 ; 2.414.208,14 ; 2.414.208,14 ; 2.414.208,14 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510203;Decimo Tercer Sueldo; 421.501,24 ; 369.138,98 ; 56.313,65 ; 56.313,65 ; 55.203,57 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510204;Decimo Cuarto Sueldo; 224.066,27 ; 169.597,85 ; 150.682,86 ; 150.682,86 ; 150.682,86 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 55.600,00 ; 55.600,00 ; 55.600,00 ; 55.600,00 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510409;Beneficios Sociales; 16.258,67 ; 15.120,00 ; 8.820,00 ; 8.820,00 ; 8.820,00 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510510;Servicios Personales por Contrato; 968.663,04 ; 67.260,00 ; 39.235,00 ; 39.235,00 ; 39.235,00 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510601;Aporte Patronal; 508.534,80 ; 408.407,39 ; 238.014,01 ; 238.014,01 ; 238.014,01 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510602;Fondo de Reserva; 446.750,42 ; 364.224,10 ; 211.837,27 ; 211.837,27 ; 211.837,27 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; 4.834,23 ; 1.110,32 ; 1.110,32 ; 1.110,32 ; 585,42 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;710203;Decimotercer Sueldo; 83.189,14 ; 59.479,70 ; 38.868,16 ; 38.868,16 ; 38.868,16 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;710204;Decimocuarto Sueldo; 13.657,17 ; 63.648,29 ; 51.631,22 ; 51.631,22 ; 51.631,22 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 23.000,00 ; 23.000,00 ; 23.000,00 ; 23.000,00 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;710510;Servicios Personales por Contrato; 522.751,29 ; 1.315.621,50 ; 887.326,31 ; 887.326,31 ; 887.326,31 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;710601;Aporte Patronal; 50.561,06 ; 120.380,11 ; 81.192,42 ; 81.192,42 ; 81.192,42 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;710602;Fondo de Reserva; 44.295,52 ; 106.398,18 ; 68.212,34 ; 68.212,34 ; 68.212,34 
2021;140-6721;DIRECCION DISTRITAL 14D06 LIMON INDANZA SANTIAGO TIWINTZA - EDUCACION;710702;Supresion de Puesto; 152.691,60 ; 2.507,50 ; -   ; -   ; -   
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510105;Remuneraciones Unificadas; 2.006.009,86 ; 1.655.193,24 ; 948.839,64 ; 948.839,64 ; 948.839,64 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510106;Salarios Unificados; 716.100,00 ; 724.500,00 ; 416.080,00 ; 416.080,00 ; 416.080,00 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 22.285.474,13 ; 22.794.263,28 ; 13.141.345,51 ; 13.141.345,51 ; 13.141.345,51 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510203;Decimo Tercer Sueldo; 2.153.575,33 ; 2.126.199,63 ; 200.833,70 ; 200.833,70 ; 200.833,70 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510204;Decimo Cuarto Sueldo; 1.149.038,05 ; 936.570,12 ; 850.393,87 ; 850.393,87 ; 850.393,87 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 379.800,00 ; 379.800,00 ; 379.800,00 ; 379.800,00 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510409;Beneficios Sociales; 177.100,00 ; 179.200,00 ; 102.900,00 ; 102.900,00 ; 102.900,00 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510510;Servicios Personales por Contrato; 3.059.906,60 ; 120.588,00 ; 70.343,00 ; 70.343,00 ; 70.343,00 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510513;Encargos; 25.910,02 ; 59.730,00 ; 39.715,10 ; 39.715,10 ; 39.715,10 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510601;Aporte Patronal; 2.704.083,39 ; 2.359.597,03 ; 1.355.248,58 ; 1.355.248,58 ; 1.355.248,58 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510602;Fondo de Reserva; 2.370.861,06 ; 1.934.578,56 ; 1.205.491,33 ; 1.205.491,33 ; 1.205.491,33 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;510707;Compensacion por Vacaciones no Gozadas por Cesacion de Funciones ; -   ; 41.512,96 ; 38.520,44 ; 38.520,44 ; 38.520,44 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;710203;Decimotercer Sueldo; 337.093,23 ; 191.735,62 ; 67.903,04 ; 67.903,04 ; 67.903,04 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;710204;Decimocuarto Sueldo; 40.111,57 ; 191.838,80 ; 167.738,66 ; 167.738,66 ; 167.738,66 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;710236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 95.200,00 ; 95.200,00 ; 95.200,00 ; 95.200,00 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;710510;Servicios Personales por Contrato; 1.922.554,15 ; 4.318.195,22 ; 2.935.686,17 ; 2.935.686,17 ; 2.935.686,17 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;710601;Aporte Patronal; 185.018,10 ; 397.953,70 ; 268.648,66 ; 268.648,66 ; 268.648,66 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;710602;Fondo de Reserva; 164.925,64 ; 357.491,05 ; 241.754,80 ; 241.754,80 ; 241.754,80 
2021;140-7001;DIRECCION DISTRITAL 07D02 MACHALA - EDUCACION;710706;Beneficio por Jubilacion; 4.658.365,00 ; 398.949,30 ; 398.949,30 ; 398.949,30 ; 398.949,30 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510105;Remuneraciones Unificadas; 985.184,20 ; 880.604,00 ; 511.450,73 ; 511.450,73 ; 511.450,73 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510106;Salarios Unificados; 441.244,03 ; 426.775,62 ; 238.125,02 ; 238.125,02 ; 238.125,02 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510108;Remuneracion Mensual Unificada de Docentes del Magisterio y Docentes e Investigadores Universitarios; 12.071.813,63 ; 12.270.387,93 ; 7.074.683,48 ; 7.074.683,48 ; 7.074.683,48 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510203;Decimo Tercer Sueldo; 1.213.404,31 ; 1.139.468,95 ; 127.815,45 ; 127.815,45 ; 127.815,45 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510204;Decimo Cuarto Sueldo; 664.080,01 ; 507.961,00 ; 472.940,13 ; 472.940,13 ; 472.940,13 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510236;Remuneracion Variable por Emergencia Sanitaria COVID-19; -   ; 219.000,00 ; 219.000,00 ; 219.000,00 ; 219.000,00 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510409;Beneficios Sociales; 111.440,00 ; 106.400,00 ; 60.480,00 ; 60.480,00 ; 60.480,00 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510510;Servicios Personales por Contrato; 2.258.105,52 ; 84.516,00 ; 47.041,00 ; 47.041,00 ; 47.041,00 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510512;Subrogacion; 517,04 ; 917,50 ; 917,50 ; 917,50 ; 917,50 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510601;Aporte Patronal; 1.515.184,34 ; 1.268.754,49 ; 730.386,72 ; 730.386,72 ; 730.386,72 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510602;Fondo de Reserva; 1.332.349,06 ; 1.128.113,47 ; 650.944,42 ; 650.944,42 ; 650.944,42 
2021;140-7002;DIRECCION DISTRITAL 07D01 CHILLA -EL GUABO-PASAJE - EDUCACION;510704;Compensacion por Desahucio; -   ; 14.445,75 ; 14.445,75 ; 14.445,75 ; 14.445,75 
