A§o Registro;Mes Registro;Tipo Registro;Tipo Impedimento-Gobierno Abierto;Estado;No Registros;FECHA CORTE
2007;8;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;24;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;5;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;13;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2007;8;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;13;31/5/2022
2007;8;Impedimento;OTROS;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;11;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;32;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;36;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;31;31/5/2022
2007;8;Impedimento;OTROS;Activo;1;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;62;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;30;31/5/2022
2007;8;Impedimento;OTROS;Activo;3;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;16;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;6;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;92;31/5/2022
2007;8;Impedimento;OTROS;Activo;5;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2007;8;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;126;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;5;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;22;31/5/2022
2007;8;Impedimento;OTROS;Activo;1;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;9;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;49;31/5/2022
2007;8;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;54;31/5/2022
2007;8;Impedimento;OTROS;Activo;1;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;10;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;20;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;5;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;COMPENSACI‡N POR RENUNCIA VOLUNTARIA;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;12;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;7;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;9;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;17;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2007;8;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;16;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;5;31/5/2022
2007;8;Impedimento;OTROS;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;5;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;5;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;9;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;21;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;38;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;OTROS;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;22;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;14;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;53;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2007;8;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2007;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;9;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;9;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;8;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2007;8;Impedimento;OTROS;Activo;12;31/5/2022
2007;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;9;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;4;31/5/2022
2007;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;6;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;9;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2007;9;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;9;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2007;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;27;31/5/2022
2007;10;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2007;11;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2007;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;11;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2007;11;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2007;11;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;16;31/5/2022
2007;12;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2007;12;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2007;12;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2008;1;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;8;31/5/2022
2008;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;1;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;2;31/5/2022
2008;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;1;Impedimento;INTERDICCION JUDICIAL;Activo;7;31/5/2022
2008;1;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2008;1;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;2;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;32;31/5/2022
2008;2;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2008;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;2;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2008;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;11;31/5/2022
2008;3;Impedimento;COMPENSACION POR RETIRO VOLUNTARIO;Activo;60;31/5/2022
2008;3;Impedimento;JUBILADOS - RETIRADOS - PENSIONISTAS;Activo;1;31/5/2022
2008;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;3;Impedimento;DESTITUCI‡N;Activo;6;31/5/2022
2008;3;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2008;3;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2008;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;5;31/5/2022
2008;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;57;31/5/2022
2008;4;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2008;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;4;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2008;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;5;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;28;31/5/2022
2008;5;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2008;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;24;31/5/2022
2008;6;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;6;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2008;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;6;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2008;6;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;6;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2008;6;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;6;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2008;7;Impedimento;INTERDICCION JUDICIAL;Activo;3;31/5/2022
2008;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;7;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;7;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;7;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;8;Impedimento;INTERDICCION JUDICIAL;Activo;5;31/5/2022
2008;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;13;31/5/2022
2008;8;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;8;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;8;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;9;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;46;31/5/2022
2008;9;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;9;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2008;9;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2008;9;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;9;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;187;31/5/2022
2008;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;13;31/5/2022
2008;10;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;10;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;11;31/5/2022
2008;10;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;13;31/5/2022
2008;10;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2008;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;11;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;5;31/5/2022
2008;11;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;11;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;28;31/5/2022
2008;11;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;11;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2008;12;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;12;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2008;12;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2008;12;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2008;12;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2008;12;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2008;12;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;33;31/5/2022
2008;12;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;1;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;1;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;7;31/5/2022
2009;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;6;31/5/2022
2009;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;59;31/5/2022
2009;2;Impedimento;DESTITUCI‡N;Activo;2;31/5/2022
2009;2;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;2;Impedimento;INTERDICCION JUDICIAL;Activo;1;31/5/2022
2009;2;Impedimento;INTERDICCION JUDICIAL;Activo;2;31/5/2022
2009;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;18;31/5/2022
2009;2;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;27;31/5/2022
2009;3;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;4;31/5/2022
2009;3;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;94;31/5/2022
2009;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;2;31/5/2022
2009;4;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2009;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;4;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;5;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;47;31/5/2022
2009;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2009;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;13;31/5/2022
2009;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;3;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;3;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;1;31/5/2022
2009;6;Impedimento;DESTITUCI‡N;Activo;28;31/5/2022
2009;6;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;4;31/5/2022
2009;7;Impedimento;DEUDORES A ENTIDADES DEL SECTOR PUBLICO;Activo;1;31/5/2022
2009;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;1;31/5/2022
2009;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;20;31/5/2022
2009;7;Impedimento;TERMINACION DE RELACIONES LABORALES;Activo;1;31/5/2022
2009;7;Impedimento;INDEMNIZACION POR SUPRESION DE PUESTO;Activo;22;31/5/2022
